,name,wm_ID,rating,num_of_rating,price,feat_labels,feat_values,about_text,about_details,about_text_clean,feat_labels_clean,feat_values_clean,brand,connection,type,battery,microphone,noise,water,weight,driver,impedance,frequency response,sensitivity,UPC,model number,manufacturerID,RecommendedUse,HeadphoneStyle,Wireless,CompatibleDevices,HeadphoneType,WirelessTechnology
48,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
49,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
50,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
51,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
52,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
53,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
54,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
55,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
56,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
57,Sony MDRE9LP/BLU Earbud Headphones,,3.5,83,6.0,"['Headphone Type', 'Wireless', 'Recommended Use', 'Compatible Devices', 'Wireless Technology']","['In-Ear Headphones', 'N', 'Portable electronics', 'Portable Electronics', 'None']",Sony MDRE9LP/BLU Earbud Headphones (Discontinued)Sony MDRE9LP/BLU Earbud Headphones ,"['Specifications', 'Comparison Chart']",sony mdre lp blu earbud headphones  discontinued sony mdre lp blu earbud headphones ,"HeadphoneType,Wireless,RecommendedUse,CompatibleDevices,WirelessTechnology","In-EarHeadphones,N,Portableelectronics,PortableElectronics,None",,0,,,0,0,0,,,,,,,,,Portableelectronics,,Y,PortableElectronics,In-EarHeadphones,None
58,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
59,Wireless Cat Ear Headphones Bluetooth Headset LED Lights Earphone for Kids Adults,,5.0,3,25.98,"['Headphone Style', 'Wireless Technology']","['Over-Ear', 'Bluetooth']","Wireless Cat Ear Headphones Bluetooth Headset LED Lights Earphone for Kids Adults   Feature:   100% brand new and high quality   LED Cat Ears Lights Up   Lightweight, Folding , Swivel Design   Padded Headphone And Ear Cushions   Compatible With 3.5mm Devices   Anti-skid   Easy to carry   Comfortable to wear   Also be used outdoors or other places  Specification:    Connectors:3.5mm   Control Button: No   Plug Type: Line Type   Style: Headband   Line Length: 1.2M   Communication: Wired   Resistance: 32Ω   Sensitivity: 101±5（dB）   Vocalization: moving-coil type   Drive unite: 40mm   Rate power: 20mW   Max input power: 50mW   LED button battery: 3V 210mAh  Package Included:  1 x Headphone 1 x AUX Cable 1 x USB cable 1 x User Manual  Wireless Cat Ear Headphones Bluetooth Headset LED Lights Earphone Lightweight,Folding,Swivel Design","['Wireless Cat Ear Headphones', 'Bluetooth Headset LED Lights Earphone', 'Lightweight,Folding,Swivel Design']",wireless cat ear headphones bluetooth headset led lights earphone for kids adults   feature         brand new and high quality   led cat ears lights up   lightweight  folding   swivel design   padded headphone and ear cushions   compatible with  . mm devices   anti skid   easy to carry   comfortable to wear   also be used outdoors or other places  specification     connectors  . mm   control button  no   plug type  line type   style  headband   line length   . m   communication  wired   resistance        sensitivity        db    vocalization  moving coil type   drive unite    mm   rate power    mw   max input power    mw   led button battery   v    mah  package included     x headphone   x aux cable   x usb cable   x user manual  wireless cat ear headphones bluetooth headset led lights earphone lightweight folding swivel design,"HeadphoneStyle,WirelessTechnology","Over-Ear,Bluetooth",,0,,,0,0,0,lightweight,,,,,,,,,Over-Ear,N,,,Bluetooth
60,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
61,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
62,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
63,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
64,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
65,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
66,CableVantage New 5 in 1 Hi-Fi Wireless Headset Headphone Earphone for TV DVD MP3 PC Black,,2.8,18,13.99,"['Headphone Type', 'Wireless', 'Compatible Devices', 'Wireless Technology']","['Wireless Headphones', 'Y', 'TVs', 'Bluetooth']","Features High sensitivity, interference resistance, strong signal, outstanding performance, effective range over 8m, and reception betound obstacle of wall. Can be used on with your with iPod,TV,PC,DVD,CD,VCD,MP3 and other electronic products with audio output plugs.Wireless Net Chat. It's a perfect audio-chat tool, provides infinite enjoyment. Wireless Monitoring. FM Radio. Can be used as FM radio separtely, search and lock channels automatically. Wired Headphone. Equipped with audio cable, the receiver can be used as a wired headphone. Brand New (Never used) CableVantage New 5 in 1 Hi-Fi Wireless Headset Headphone Earphone for TV DVD MP3 PC Black","['Ease of use', 'Comfort', 'Quality', 'Battery life']",features high sensitivity  interference resistance  strong signal  outstanding performance  effective range over  m  and reception betound obstacle of wall. can be used on with your with ipod tv pc dvd cd vcd mp  and other electronic products with audio output plugs.wireless net chat. it s a perfect audio chat tool  provides infinite enjoyment. wireless monitoring. fm radio. can be used as fm radio separtely  search and lock channels automatically. wired headphone. equipped with audio cable  the receiver can be used as a wired headphone. brand new  never used  cablevantage new   in   hi fi wireless headset headphone earphone for tv dvd mp  pc black,"HeadphoneType,Wireless,CompatibleDevices,WirelessTechnology","WirelessHeadphones,Y,TVs,Bluetooth",,0,,,0,0,0,,,,,,,,,,,Y,TVs,WirelessHeadphones,Bluetooth
67,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
68,"Audio-Technica ATH M50x Professional Monitor Headphones, Available in Multiple Colors",Walmart #  554873498,4.8,177,149.0,"['Headphone Type', 'Headphone Style', 'Wireless', 'Recommended Use', 'Wireless Technology']","['On-Ear & Over-Ear', 'DJ', 'N', 'DJ', 'None']","As the most critically acclaimed model in the M-Series line, the ATH-M50 is praised by top audio engineers and pro audio reviewers year after year. Now, the ATH-M50x professional monitor headphones feature the same coveted sonic signature, with the added feature of a detachable cable. From the large aperture drivers, sound isolating earcups and robust construction, the M50x provides an unmatched experience for the most critical audio pros. Audio-Technica ATHM50x Professional Monitor Headphones, Black:  Critically acclaimed sonic performance praised by top audio engineers and pro audio reviewers Proprietary 45mm large-aperture drivers with rare earth magnets and copper-clad aluminum wire voice coils Exceptional clarity throughout an extended frequency range, with deep, accurate bass response Circumaural design contours around the ears for excellent sound isolation in loud environments 90 degrees swiveling earcups for easy, one-ear monitoring Professional-grade earpad and headband material delivers more durability and comfort Collapsible for space-saving portability Detachable cables (includes 1.2m, 3.0m coiled cable, 3.0m straight cable and 1.2m straight cable) Top choice for studio tracking and mixing, as well as DJ monitoring and personal listening","['Critically acclaimed sonic performance praised by top audio engineers and pro audio reviewers', 'Proprietary 45mm large-aperture drivers with rare earth magnets and copper-clad aluminum wire voice coils', 'Exceptional clarity throughout an extended frequency range, with deep, accurate bass response', 'Circumaural design contours around the ears for excellent sound isolation in loud environments 90 degrees swiveling earcups for easy, one-ear monitoring', 'Professional-grade earpad and headband material delivers more durability and comfort', 'Collapsible for space-saving portability Detachable cables (includes 1.2m, 3.0m coiled cable, 3.0m straight cable and 1.2m straight cable)', 'Top choice for studio tracking and mixing, as well as DJ monitoring and personal listening']",as the most critically acclaimed model in the m series line  the ath m   is praised by top audio engineers and pro audio reviewers year after year. now  the ath m  x professional monitor headphones feature the same coveted sonic signature  with the added feature of a detachable cable. from the large aperture drivers  sound isolating earcups and robust construction  the m  x provides an unmatched experience for the most critical audio pros. audio technica athm  x professional monitor headphones  black   critically acclaimed sonic performance praised by top audio engineers and pro audio reviewers proprietary   mm large aperture drivers with rare earth magnets and copper clad aluminum wire voice coils exceptional clarity throughout an extended frequency range  with deep  accurate bass response circumaural design contours around the ears for excellent sound isolation in loud environments    degrees swiveling earcups for easy  one ear monitoring professional grade earpad and headband material delivers more durability and comfort collapsible for space saving portability detachable cables  includes  . m   . m coiled cable   . m straight cable and  . m straight cable  top choice for studio tracking and mixing  as well as dj monitoring and personal listening,"HeadphoneType,HeadphoneStyle,Wireless,RecommendedUse,WirelessTechnology","On-Ear&Over-Ear,DJ,N,DJ,None",,0,,,0,isolate,0,,,,,,,,,DJ,DJ,Y,,On-Ear&Over-Ear,None
69,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
70,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
71,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
72,1,1,1.0,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,N,1,1,1
73,Great Gift Idea! Total Wireless Universal Bluetooth EarBuds w/ Charging Case - Stereo Sync - Secure Fit - Sweatproof -,,2.9,128,14.88,"['Headphone Type', 'Wireless', 'Compatible Devices', 'Wireless Technology']","['In-Ear Headphones', 'Y', 'iPhone & Android Devices', 'Bluetooth']","The Indigi Wireless EarBud Headphones are designed to be used with any smartphone device with a Bluetooth Connection(Android or iOS) The Earbuds pair flawlessly and sync up when playing music. The battery is extremely efficient and provides up to 5 hours of talk/listening and up to 100 hours of standby time. The Earpods are truely wireless as no wires hang from either earbuds. Listen to your favorite bands, strike up a conference call, or go for a walk without the a clunky headset over your head or wires that you have to untangle!The earbuds are so lightweight that you'll forget that you're wearing them. When playing music, the device utilizes both earpods to provide a true wireless stereo listening experience, but on phone calls, only one of the earpods will have sound, but the buttons on both earpieces remain active. The 2-in-1 portable charging dock & carrying case are also included, so you won't have to worry about running out of charge or finding a place to put the mini earbuds.This Bluetooth 5.0 headset is universally compatible and functions the same with either iOS or Android devices.These earbuds provide the signature look that everyone is after! ProductOverview: Lightweight and Snug Design - Small and designed for comfort, only weighing 4 grams each, the earbuds are stable while running, biking, or exercising. Universal Compatibility - Compatible with the latest iPhone 11 pro/ 11 / X / XR / XS / XS Max / 8 / 8 Plus / Android SmartPhones or Any device with Bluetooth True HD HiFi Sound - State of the art acoustic components that produce incredible sound quality with deep bass and crystal clear treble Quick Charge Box - 500mAh Rechargeable Battery allows you to charge your earbuds up to 4x  ProductSpecification:  Brand New in Retail Box 2x EarPods (Left and Right) 1x Charging Dock / Carrying Case 1x Manual 1x USB Charging Cord Universally Compatible Design Lightweight Design Wireless Version: Bluetooth V 5.0+EDR Capacity: Up to 5hrs of use & 100hr standby  Purchase from original seller Indigi to avoid clones.2x EarPods (Left and Right)1x Charging Dock / Carrying Case - charge up to 3 times1x Manual1x USB Charging CordUniversally Compatible DesignLightweight DesignWireless Version: Bluetooth V 4.2+EDRCapacity: Up to 1.5hrs of use & 100hr standby","['Brand New in Retail Box', '2x EarPods (Left and Right)', '1x Charging Dock / Carrying Case', '1x Manual', '1x USB Charging Cord', 'Universally Compatible Design', 'Lightweight Design', 'Wireless Version: Bluetooth V 5.0+EDR', 'Capacity: Up to 5hrs of use & 100hr standby ']",the indigi wireless earbud headphones are designed to be used with any smartphone device with a bluetooth connection android or ios  the earbuds pair flawlessly and sync up when playing music. the battery is extremely efficient and provides up to   hours of talk listening and up to     hours of standby time. the earpods are truely wireless as no wires hang from either earbuds. listen to your favorite bands  strike up a conference call  or go for a walk without the a clunky headset over your head or wires that you have to untangle the earbuds are so lightweight that you ll forget that you re wearing them. when playing music  the device utilizes both earpods to provide a true wireless stereo listening experience  but on phone calls  only one of the earpods will have sound  but the buttons on both earpieces remain active. the   in   portable charging dock   carrying case are also included  so you won t have to worry about running out of charge or finding a place to put the mini earbuds.this bluetooth  .  headset is universally compatible and functions the same with either ios or android devices.these earbuds provide the signature look that everyone is after  productoverview  lightweight and snug design   small and designed for comfort  only weighing   grams each  the earbuds are stable while running  biking  or exercising. universal compatibility   compatible with the latest iphone    pro       x   xr   xs   xs max         plus   android smartphones or any device with bluetooth true hd hifi sound   state of the art acoustic components that produce incredible sound quality with deep bass and crystal clear treble quick charge box      mah rechargeable battery allows you to charge your earbuds up to  x  productspecification   brand new in retail box  x earpods  left and right   x charging dock   carrying case  x manual  x usb charging cord universally compatible design lightweight design wireless version  bluetooth v  .  edr capacity  up to  hrs of use      hr standby  purchase from original seller indigi to avoid clones. x earpods  left and right  x charging dock   carrying case   charge up to   times x manual x usb charging corduniversally compatible designlightweight designwireless version  bluetooth v  .  edrcapacity  up to  . hrs of use      hr standby,"HeadphoneType,Wireless,CompatibleDevices,WirelessTechnology","In-EarHeadphones,Y,iPhone&AndroidDevices,Bluetooth",,0,,,0,0,0,lightweight,,,,,,,,,,Y,iPhone&AndroidDevices,In-EarHeadphones,Bluetooth
